candidate_id	matched_de_id	matched_candidate_column	contrast	direction	logfc	padj
evm.utg2073.35	evm.TU.utg2073.35	gene_id	combined_wald	down	-1.57359575165655	0.0166313269311628
utg20813.equina_smart_865482.mrna4	utg20813.equina_smart_865482.path4	gene_id	salinity_added_wald	down	-1.72074076016447	0.0100109308477969
utg20813.equina_smart_865482.mrna4	utg20813.equina_smart_865482.path4	gene_id	combined_wald	down	-1.91260850721467	0.00502060186537859
evm.utg20813.23	evm.TU.utg20813.23	gene_id	salinity_added_wald	down	-2.01981734626248	0.00841867538323506
evm.utg20813.23	evm.TU.utg20813.23	gene_id	combined_wald	down	-2.21123700301406	0.00467185773299501
evm.utg20813.23	evm.TU.utg20813.23	gene_id	full_model_LRT	down	-3.11782760737562	0.0449746841951779
evm.utg2083.64	evm.TU.utg2083.64	gene_id	salinity_added_wald	up	1.02890319263372	0.031939359246529
evm.utg2083.64	evm.TU.utg2083.64	gene_id	salinity_only_LRT	up	1.33424046140227	0.0476172575269505
evm.utg21085.1	evm.TU.utg21085.1	gene_id	salinity_added_wald	down	-1.63529034318422	0.0179806445411386
evm.utg21085.1	evm.TU.utg21085.1	gene_id	combined_wald	down	-1.91367823464457	0.00823746741549358
evm.utg21085.1	evm.TU.utg21085.1	gene_id	full_model_LRT	down	-2.17156293883971	0.0307794010666907
evm.utg2115.13	evm.TU.utg2115.13	gene_id	combined_wald	down	-1.95334397416768	0.00246194912607651
evm.utg213.15	evm.TU.utg213.15	gene_id	full_model_LRT	down	-1.14244894329745	0.0420255672234839
evm.utg214.71	evm.TU.utg214.71	gene_id	salinity_only_wald	down	-1.44319070524588	0.00431613566281655
evm.utg214.71	evm.TU.utg214.71	gene_id	salinity_added_wald	down	-1.6013749925556	0.00259282836428853
evm.utg214.71	evm.TU.utg214.71	gene_id	combined_wald	down	-1.7434544379036	0.00111079996909742
evm.utg214.71	evm.TU.utg214.71	gene_id	salinity_only_LRT	down	-2.02439346509552	0.000845329110446465
evm.utg217.13	evm.TU.utg217.13	gene_id	salinity_only_wald	down	-1.48870181090243	0.00113304879022745
evm.utg217.13	evm.TU.utg217.13	gene_id	salinity_added_wald	down	-1.03453421765776	0.0284183792172979
evm.utg217.13	evm.TU.utg217.13	gene_id	combined_wald	down	-1.70221042952676	0.000357823314474142
evm.utg217.13	evm.TU.utg217.13	gene_id	salinity_only_LRT	down	-1.90923063585099	0.000504505658772712
evm.utg2201.13	evm.TU.utg2201.13	gene_id	combined_wald	down	-1.38465207702064	0.0294772903725357
utg2216.equina_smart_1074275.mrna1	utg2216.equina_smart_1074275.path1	gene_id	salinity_added_wald	up	2.33160021415286	0.0046317813918822
utg2216.equina_smart_1074275.mrna1	utg2216.equina_smart_1074275.path1	gene_id	full_model_LRT	up	6.41770787461726	0.0224620916343834
utg225.equina_smart_1732458.mrna9	utg225.equina_smart_1732458.path9	gene_id	full_model_LRT	down	-3.01567194586226	0.0310574932195367
evm.utg2255.1	evm.TU.utg2255.1	gene_id	salinity_only_wald	down	-1.12238881253049	0.0378656953621945
evm.utg2255.1	evm.TU.utg2255.1	gene_id	salinity_added_wald	up	1.25819258170465	0.0304539559770681
evm.utg2255.1	evm.TU.utg2255.1	gene_id	interactive_only_wald	up	1.87557434726392	0.0334990816187465
evm.utg2255.1	evm.TU.utg2255.1	gene_id	full_model_LRT	up	4.14590841669433	0.00690042803444615
evm.utg2274.7	evm.TU.utg2274.7	gene_id	salinity_only_wald	down	-1.1961416256788	0.00301853344982082
evm.utg2274.7	evm.TU.utg2274.7	gene_id	salinity_only_LRT	down	-1.52883678293974	0.00689568638048776
utg2343.equina_smart_1608568.mrna5	utg2343.equina_smart_1608568.path5	gene_id	salinity_only_wald	up	1.91921642000187	6.96053691474791e-06
utg2343.equina_smart_1608568.mrna5	utg2343.equina_smart_1608568.path5	gene_id	salinity_only_LRT	up	2.20255461279385	2.24289482381004e-05
utg2343.equina_smart_1608568.mrna5	utg2343.equina_smart_1608568.path5	gene_id	full_model_LRT	down	-1.76059906243042	6.20900180028224e-07
utg2343.equina_smart_1692402.mrna7	utg2343.equina_smart_1692402.path7	gene_id	full_model_LRT	down	-1.36770905987645	0.0426397061217341
utg236.equina_smart_1404524.mrna1	utg236.equina_smart_1404524.path1	gene_id	salinity_only_wald	up	1.44947131162094	0.0100742433116868
utg236.equina_smart_1404524.mrna1	utg236.equina_smart_1404524.path1	gene_id	salinity_only_LRT	up	2.31067519125874	0.0248131675066576
evm.utg236.50	evm.TU.utg236.50	gene_id	salinity_only_wald	up	2.22186595746726	4.76888877269621e-08
evm.utg236.50	evm.TU.utg236.50	gene_id	salinity_added_wald	up	2.10401371499978	4.98403043171884e-07
evm.utg236.50	evm.TU.utg236.50	gene_id	combined_wald	up	2.02591082902778	1.07014476775733e-06
evm.utg236.50	evm.TU.utg236.50	gene_id	salinity_only_LRT	up	2.46408917524446	9.15324291064722e-06
evm.utg2426.36	evm.TU.utg2426.36	gene_id	combined_wald	up	1.39069127853727	0.0003091547342591
evm.utg2427.22	evm.TU.utg2427.22	gene_id	salinity_added_wald	down	-1.04681707835278	0.0377817344314222
evm.utg2427.22	evm.TU.utg2427.22	gene_id	combined_wald	down	-1.21757551882556	0.0152730851086161
evm.utg243.2	evm.TU.utg243.2	gene_id	salinity_only_wald	up	1.67474996811048	0.00358287459471815
